Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
193,Treveon Graham\grahatr01,SG,25,BRK,35,21,715,4.3,12.7,0.335,2.5,8.5,0.297,1.7,4.2,0.413,1.2,1.5,0.818,1.5,5.6,7.1,2.3,0.9,0.5,1.1,4.5,12.2
194,Jerami Grant\grantje01,PF,24,OKC,80,77,2612,7.3,14.7,0.497,2.1,5.2,0.392,5.3,9.5,0.555,2.8,3.9,0.71,1.7,5.7,7.5,1.4,1.1,1.8,1.2,3.8,19.5
195,Jerian Grant\grantje02,PG,26,ORL,60,1,939,4.8,11.5,0.418,2.1,5.7,0.364,2.7,5.7,0.473,1.4,2.1,0.65,1,4.1,5.1,8.1,2.3,0.3,2.7,4.1,13
196,Donte Grantham\grantdo01,SF,23,OKC,3,0,2,0,46.7,0,0,46.7,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
197,Danny Green\greenda02,SG,31,TOR,80,80,2216,6.3,13.6,0.465,4.3,9.4,0.455,2.1,4.2,0.487,0.8,1,0.841,1.3,5.6,6.9,2.7,1.6,1.1,1.6,3.7,17.8
198,Draymond Green\greendr01,PF,28,GSW,66,66,2065,4.3,9.7,0.445,1.1,3.8,0.285,3.2,5.9,0.549,1.5,2.1,0.692,1.4,9.7,11.1,10.5,2.2,1.6,3.9,4.5,11.2
199,Gerald Green\greenge01,SG,33,HOU,73,0,1473,7.7,19.2,0.4,5.2,14.7,0.354,2.5,4.6,0.547,1.9,2.3,0.838,1,5.1,6.1,1.3,1.1,0.9,1.8,4.2,22.5
200,JaMychal Green\greenja01,PF,28,TOT,65,6,1371,8.2,16.9,0.483,2.5,6.3,0.403,5.7,10.7,0.53,2.8,3.6,0.792,3.7,10.9,14.6,1.8,1.6,1.2,3.1,6.9,21.8
200,JaMychal Green\greenja01,PF,28,MEM,41,4,900,8.3,17.2,0.484,2.1,5.3,0.396,6.2,11.9,0.523,3.5,4.4,0.788,4,9.9,13.9,2,1.8,1.4,3.5,6.8,22.3
200,JaMychal Green\greenja01,PF,28,LAC,24,2,471,7.9,16.4,0.482,3.3,8,0.413,4.6,8.4,0.548,1.7,2.1,0.81,3.2,12.5,15.7,1.4,1.2,0.8,2.3,7,20.8
201,Jeff Green\greenje02,PF,32,WAS,77,44,2097,7.4,15.5,0.475,2.5,7.2,0.347,4.9,8.3,0.586,4.1,4.7,0.888,1.3,5.7,7,3.1,1,0.9,2.3,3.6,21.4
202,Blake Griffin\griffbl01,PF,29,DET,75,75,2622,11.6,25.2,0.462,3.6,9.8,0.362,8.1,15.4,0.525,7.8,10.3,0.753,1.9,8.7,10.6,7.6,1,0.5,4.8,3.7,34.6
203,Daniel Hamilton\hamilda02,SG,23,ATL,19,3,204,5.2,13.6,0.383,1.8,5.2,0.348,3.4,8.4,0.405,0.7,1.4,0.5,2.3,8.4,10.6,5,1.4,0.2,3.6,4.3,12.9
204,Dusty Hannahs\hannadu01,SG,25,MEM,2,0,26,5.7,22.9,0.25,0,9.6,0,5.7,13.4,0.429,3.8,3.8,1,0,1.9,1.9,9.6,1.9,0,1.9,1.9,15.3
205,Tim Hardaway Jr.\hardati02,SG,26,TOT,65,63,2057,9.2,23.3,0.393,3.8,11.2,0.34,5.4,12.1,0.442,5.4,6.5,0.841,0.8,4.4,5.2,3.7,1.3,0.2,2.5,3.3,27.6
205,Tim Hardaway Jr.\hardati02,SG,26,NYK,46,46,1499,9.1,23.3,0.388,3.8,10.8,0.347,5.3,12.5,0.424,6.4,7.5,0.854,0.8,4.3,5.2,3.9,1.4,0.2,2.6,3.4,28.3
205,Tim Hardaway Jr.\hardati02,SG,26,DAL,19,17,558,9.4,23.2,0.404,3.9,12.2,0.321,5.5,11,0.496,2.9,3.7,0.767,0.6,4.7,5.3,3.2,1,0.2,2.1,3,25.6
206,James Harden\hardeja01,PG,29,HOU,78,78,2867,14.4,32.7,0.442,6.5,17.6,0.368,8,15.1,0.528,12.9,14.7,0.879,1.1,7.7,8.9,10,2.7,1,6.6,4.2,48.2
207,Maurice Harkless\harklma01,SF,25,POR,60,53,1415,6.5,13.3,0.487,1.1,4.1,0.275,5.3,9.2,0.582,1.7,2.5,0.671,2.6,6.6,9.2,2.5,2.3,1.8,1.5,5.6,15.7
208,Montrezl Harrell\harremo01,C,25,LAC,82,5,2158,11.9,19.4,0.615,0.1,0.4,0.176,11.9,19,0.623,5.8,9.1,0.643,4,7.7,11.7,3.5,1.6,2.4,2.9,5.6,29.8
209,Devin Harris\harride01,PG,35,DAL,68,2,1071,6,15.7,0.38,2.8,9.1,0.31,3.2,6.7,0.476,4.6,6.1,0.761,0.5,4.5,5.1,5.5,1.6,0.7,2.5,6,19.4
210,Gary Harris\harriga01,SG,24,DEN,57,48,1639,8.1,19.1,0.424,2.5,7.3,0.339,5.6,11.8,0.476,3.4,4.3,0.799,1.2,3.6,4.8,3.8,1.6,0.6,2,3.4,22.1
211,Joe Harris\harrijo01,SG,27,BRK,76,76,2293,7.8,15.5,0.5,3.8,8,0.474,4,7.5,0.528,2.3,2.8,0.827,1.1,5,6,3.8,0.8,0.4,2.5,3.8,21.6
212,Tobias Harris\harrito02,PF,26,TOT,82,82,2847,10.1,20.8,0.487,2.6,6.5,0.397,7.5,14.3,0.528,4.4,5.1,0.866,1.1,9.6,10.7,3.8,0.8,0.6,2.5,3.1,27.3
212,Tobias Harris\harrito02,PF,26,LAC,55,55,1903,10.5,21.2,0.496,2.8,6.4,0.434,7.7,14.8,0.523,4.8,5.4,0.877,0.9,9.8,10.7,3.7,1,0.6,2.7,3.1,28.6
212,Tobias Harris\harrito02,PF,26,PHI,27,27,944,9.4,20,0.469,2.2,6.8,0.326,7.2,13.2,0.542,3.7,4.4,0.841,1.6,9.1,10.7,4,0.6,0.7,2.1,3.1,24.6
213,Andrew Harrison\harrian01,PG,24,TOT,17,0,187,4.2,13.9,0.302,1.3,6.5,0.2,2.9,7.3,0.393,4.5,4.7,0.944,1.6,3.7,5.2,6.3,1,0.5,3.1,8.9,14.1
213,Andrew Harrison\harrian01,PG,24,MEM,1,0,5,9.9,19.9,0.5,0,9.9,0,9.9,9.9,1,0,0,,0,0,0,0,0,0,0,9.9,19.9
213,Andrew Harrison\harrian01,PG,24,CLE,10,0,144,4.1,13.5,0.308,1,4.8,0.214,3.1,8.6,0.36,5.5,5.5,1,1.4,3.8,5.2,5.9,1.4,0.7,3.4,9,14.8
213,Andrew Harrison\harrian01,PG,24,NOP,6,0,38,3.7,14.7,0.25,2.4,12.2,0.2,1.2,2.4,0.5,1.2,2.4,0.5,2.4,3.7,6.1,8.6,0,0,2.4,8.6,11
214,Shaquille Harrison\harrish01,SG,25,CHI,73,11,1430,6.2,14.4,0.432,0.8,3,0.27,5.4,11.4,0.475,2.8,4.2,0.667,1.1,6.4,7.5,4.7,3,1,2,4.2,16.1
215,Josh Hart\hartjo01,SG,23,LAL,67,22,1715,5.1,12.6,0.407,2.5,7.4,0.336,2.6,5.2,0.511,1.5,2.2,0.688,0.9,5.8,6.7,2.5,1.7,1.1,1.6,4,14.2
216,Isaiah Hartenstein\harteis01,PF,20,HOU,28,0,221,4.4,9.1,0.488,0.4,1.3,0.333,4,7.8,0.514,2.4,3.1,0.786,4.7,5.8,10.4,3.3,1.6,2.7,2.9,12.4,11.8
217,Udonis Haslem\hasleud01,C,38,MIA,10,1,74,7.3,21.8,0.333,0,7.9,0,7.3,13.9,0.524,2,2.6,0.75,2,15.8,17.8,1.3,0,0,2,5.9,16.5
218,Gordon Hayward\haywago01,PF,28,BOS,72,18,1863,7.7,16.4,0.466,2,6,0.333,5.7,10.4,0.542,4,4.8,0.834,1.3,7,8.3,6.3,1.6,0.6,2.7,2.7,21.3
219,John Henson\hensojo01,C,28,MIL,14,0,188,7.7,16.6,0.463,2.7,7.7,0.355,4.9,8.9,0.556,1.5,2.5,0.6,4,13.6,17.6,3.5,1.7,2.7,3,4,19.5
220,Juan Hernangómez\hernaju01,PF,23,DEN,70,25,1358,5,11.4,0.439,2.4,6.5,0.365,2.6,4.8,0.541,2.4,3.1,0.767,2.3,7.3,9.6,2,1,0.9,1.3,3.4,14.8
221,Willy Hernangómez\hernawi01,C,24,CHO,58,3,812,9.2,17.7,0.519,0.9,2.3,0.385,8.3,15.3,0.539,6,8.6,0.694,7,11.6,18.6,3.6,1,1.2,3.5,5.9,25.2
222,Mario Hezonja\hezonma01,SF,23,NYK,58,24,1206,7.6,18.5,0.412,1.7,6.1,0.276,6,12.5,0.478,3.5,4.6,0.763,1.1,8.4,9.6,3.5,2.3,0.3,3.5,4.4,20.4
223,Isaiah Hicks\hicksis01,PF,24,NYK,3,0,32,6,12,0.5,0,0,,6,12,0.5,6,7.5,0.8,3,7.5,10.5,3,1.5,4.5,1.5,7.5,18.1
224,Buddy Hield\hieldbu01,SG,26,SAC,82,82,2615,11.1,24.2,0.458,4.9,11.6,0.427,6.1,12.6,0.487,3,3.4,0.886,1.9,5.4,7.3,3.6,1,0.6,2.6,3.6,30.2
225,Haywood Highsmith\highsha01,SF,22,PHI,5,0,40,4.7,11.8,0.4,1.2,5.9,0.2,3.5,5.9,0.6,0,2.4,0,0,5.9,5.9,2.4,1.2,0,1.2,1.2,10.6
226,Nenê\hilarne01,C,36,HOU,42,2,546,5.4,10.4,0.517,0,0.3,0,5.4,10.2,0.531,2.8,4.2,0.66,3.1,8,11.1,2.3,1.6,1.3,1,7.8,13.6
227,George Hill\hillge01,PG,32,TOT,60,13,1302,6.2,13.7,0.452,1.7,5.6,0.314,4.4,8.1,0.547,2.5,3.1,0.824,1.4,4,5.4,4.9,1.9,0.3,1.9,3.7,16.6
227,George Hill\hillge01,PG,32,CLE,13,13,344,7.9,15.4,0.514,1.9,4,0.464,6.1,11.4,0.532,2.5,2.9,0.85,1.7,2.2,3.9,5.2,1.7,0.1,2.9,5.1,20.2
227,George Hill\hillge01,PG,32,MIL,47,0,958,5.6,13,0.428,1.7,6.1,0.28,3.9,7,0.556,2.6,3.2,0.815,1.3,4.6,5.9,4.8,1.9,0.3,1.5,3.3,15.4
228,Solomon Hill\hillso01,SF,27,NOP,44,15,878,3.6,9.4,0.382,1.7,5.3,0.317,1.9,4.1,0.468,1.2,1.7,0.719,1.8,5.2,7,2.9,1.2,0.5,1.6,4.2,10.1
229,Aaron Holiday\holidaa01,PG,22,IND,50,0,646,8,19.8,0.401,3.3,9.6,0.339,4.7,10.2,0.459,3.1,3.8,0.82,0.4,4.7,5.1,6.6,1.6,1,3,5.4,22.3
230,Jrue Holiday\holidjr01,SG,28,NOP,67,67,2402,10.6,22.4,0.472,2.3,7,0.325,8.3,15.4,0.539,4,5.2,0.768,1.5,5,6.5,10,2.1,1,4.1,2.9,27.5
231,Justin Holiday\holidju01,SG,29,TOT,82,77,2607,5.6,14.6,0.386,3,8.8,0.348,2.6,5.9,0.442,1.8,2,0.896,0.9,5.2,6.1,2.7,2.3,0.7,2,3.1,16.1
231,Justin Holiday\holidju01,SG,29,CHI,38,38,1325,5.5,14.4,0.383,3.6,9.9,0.359,2,4.5,0.435,1.5,1.7,0.891,0.7,5.5,6.2,3.1,2.5,0.8,1.7,2.9,16.1
231,Justin Holiday\holidju01,SG,29,MEM,44,39,1282,5.8,14.8,0.389,2.5,7.6,0.333,3.3,7.3,0.447,2.1,2.3,0.9,1,4.9,6,2.4,2.1,0.6,2.2,3.3,16.2
232,John Holland\hollajo02,SF,30,CLE,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
233,Rondae Hollis-Jefferson\holliro01,SF,24,BRK,59,21,1234,7.7,18.8,0.411,0.3,1.9,0.184,7.4,16.9,0.436,4.6,7.1,0.645,3.2,8.8,12,3.7,1.7,1,2.6,4.1,20.3
234,Richaun Holmes\holmeri01,C,25,PHO,70,4,1184,9,14.7,0.608,0,0,,9,14.7,0.608,5.2,7.1,0.731,4.6,8.7,13.3,2.4,1.7,3.2,2.1,7.8,23.1
235,Rodney Hood\hoodro01,SG,26,TOT,72,49,1893,7.6,17.5,0.435,2.2,6.1,0.356,5.4,11.3,0.478,3.6,4,0.884,0.7,3.4,4.1,3.3,1.5,0.3,1.4,3.8,20.9
235,Rodney Hood\hoodro01,SG,26,CLE,45,45,1234,7.8,18.3,0.427,2.2,6.1,0.362,5.6,12.2,0.46,4.2,4.6,0.912,0.7,3.8,4.5,3.7,1.5,0.2,1.4,4.1,22
235,Rodney Hood\hoodro01,SG,26,POR,27,4,659,7.2,15.9,0.452,2.1,6.2,0.345,5.1,9.8,0.519,2.4,3,0.805,0.5,2.8,3.3,2.5,1.5,0.5,1.4,3.3,19
236,Al Horford\horfoal01,C,32,BOS,68,68,1973,9.4,17.7,0.535,1.8,5,0.36,7.7,12.7,0.604,1.9,2.3,0.821,2.9,8.3,11.2,6.9,1.4,2.1,2.5,3.1,22.6
237,Danuel House\houseda01,SF,25,HOU,39,13,979,5.9,12.6,0.468,3.7,8.9,0.416,2.2,3.7,0.595,2.8,3.6,0.789,1.3,5.8,7,2,1.1,0.6,1.8,4,18.3
238,Dwight Howard\howardw01,C,33,WAS,9,9,230,8.9,14.2,0.623,0,0,,8.9,14.2,0.623,6,9.9,0.604,4.9,12.1,17.1,0.8,1.4,0.8,3.3,7,23.7
239,Kevin Huerter\huertke01,SG,20,ATL,75,59,2048,6.2,14.8,0.419,3.1,8,0.385,3.1,6.9,0.457,0.9,1.3,0.732,1.4,4.2,5.5,4.8,1.5,0.6,2.5,3.5,16.4
240,Isaac Humphries\humphis01,C,21,ATL,5,1,56,5,17.3,0.286,2.5,9.1,0.273,2.5,8.3,0.3,0,0,,3.3,5.8,9.1,0,0.8,0,0,5.8,12.4
241,R.J. Hunter\hunterj01,SG,25,BOS,1,0,26,11.1,24.1,0.462,7.4,18.5,0.4,3.7,5.6,0.667,1.9,3.7,0.5,1.9,3.7,5.6,5.6,1.9,0,0,5.6,31.5
242,Chandler Hutchison\hutchch01,SF,22,CHI,44,14,895,5.2,11.3,0.459,0.8,2.7,0.28,4.4,8.6,0.516,1.2,2.1,0.605,1.7,8.3,10,1.8,1.2,0.3,1.4,3.2,12.4
243,Serge Ibaka\ibakase01,C,29,TOR,74,51,2010,11.1,20.9,0.529,1.2,4,0.29,9.9,16.9,0.586,3.2,4.2,0.763,3.7,10.6,14.3,2.4,0.7,2.5,2.7,5,26.5
244,Andre Iguodala\iguodan01,SF,35,GSW,68,13,1578,4.6,9.1,0.5,1.4,4.3,0.333,3.1,4.8,0.652,1.2,2,0.582,1.4,6.2,7.6,6.5,1.8,1.5,1.6,2.9,11.7
245,Ersan İlyasova\ilyaser01,PF,31,MIL,67,7,1231,6.3,14.4,0.438,2.2,6,0.363,4.1,8.3,0.493,2.3,2.8,0.824,3.5,7.9,11.4,2,1.2,0.8,1.8,6.5,17.1
246,Joe Ingles\inglejo01,PF,31,UTA,82,82,2568,6.7,14.9,0.448,3.5,9,0.391,3.2,5.9,0.533,1.6,2.3,0.707,0.7,5.5,6.1,8.7,1.8,0.4,3.6,3.4,18.5
247,Andre Ingram\ingraan01,SG,33,LAL,4,0,15,0,18.6,0,0,9.3,0,0,9.3,0,0,0,,3.1,3.1,6.2,0,3.1,0,3.1,0,0
248,Brandon Ingram\ingrabr01,SF,21,LAL,52,52,1760,9.6,19.3,0.497,0.8,2.5,0.33,8.8,16.8,0.521,5.2,7.6,0.675,1.1,6,7.1,4.1,0.7,0.8,3.4,3.9,25.1
249,Kyrie Irving\irvinky01,PG,26,BOS,67,67,2214,13.1,27,0.487,3.8,9.4,0.401,9.4,17.6,0.533,4.7,5.3,0.873,1.5,5.7,7.3,10.1,2.2,0.7,3.7,3.6,34.7
250,Jonathan Isaac\isaacjo01,PF,21,ORL,75,64,1996,6.4,15,0.429,2.1,6.5,0.323,4.3,8.5,0.51,2.7,3.3,0.815,2.4,7.6,10.1,2,1.4,2.4,1.8,3.5,17.7
251,Wesley Iwundu\iwundwe01,SF,24,ORL,68,13,1233,4.5,10.9,0.412,1.2,3.1,0.367,3.3,7.7,0.431,3.3,4.1,0.816,1.5,5.8,7.3,2.9,1.1,0.9,1.7,4.9,13.5
252,Demetrius Jackson\jacksde01,PG,24,PHI,6,0,39,9.7,18.2,0.533,2.4,7.3,0.333,7.3,10.9,0.667,4.8,4.8,1,2.4,1.2,3.6,6.1,2.4,0,1.2,4.8,26.6
253,Frank Jackson\jacksfr01,PG,20,NOP,61,16,1169,7.7,17.8,0.434,2.1,6.7,0.314,5.6,11.1,0.507,2.1,2.9,0.74,1,4.3,5.3,2.7,1,0.1,1.9,3.7,19.7
254,Jaren Jackson Jr.\jacksja02,PF,19,MEM,58,56,1515,9.8,19.3,0.506,1.7,4.7,0.359,8.1,14.7,0.553,5,6.5,0.766,2.4,6.5,8.9,2.1,1.7,2.7,3.2,7.2,26.2
255,Josh Jackson\jacksjo02,SG,21,PHO,79,29,1988,8.3,20.2,0.413,1.8,5.4,0.324,6.6,14.8,0.445,3.4,5.1,0.671,1.6,6.7,8.3,4.4,1.8,1.3,4.2,5,21.9
256,Justin Jackson\jacksju01,SF,23,TOT,81,14,1614,6.3,14.2,0.447,2.5,7.2,0.355,3.8,7,0.542,1.8,2.3,0.785,1.3,4.9,6.2,2.8,0.9,0.4,0.8,2.9,17
256,Justin Jackson\jacksju01,SF,23,SAC,52,3,1083,5.4,12.7,0.424,2.4,6.8,0.346,3,5.8,0.515,1.8,2.1,0.82,1.1,5.2,6.3,2.9,1,0.6,0.9,2.9,14.9
256,Justin Jackson\jacksju01,SF,23,DAL,29,11,531,8.4,17.4,0.484,2.9,7.9,0.372,5.5,9.5,0.577,1.9,2.6,0.724,1.7,4.3,6,2.6,0.8,0.1,0.6,2.9,21.6
257,Reggie Jackson\jacksre01,PG,28,DET,82,82,2289,9.5,22.6,0.421,3.7,10.1,0.369,5.8,12.4,0.464,4.4,5.1,0.864,1,3.7,4.7,7.4,1.2,0.2,3.2,4.5,27.1
258,LeBron James\jamesle01,SF,34,LAL,55,55,1937,13.4,26.3,0.51,2.7,7.9,0.339,10.7,18.4,0.582,6.7,10,0.665,1.4,9.8,11.2,10.9,1.7,0.8,4.7,2.3,36.2
259,Amile Jefferson\jeffeam01,PF,25,ORL,12,0,68,7.2,11.5,0.625,0,0,,7.2,11.5,0.625,5,5.8,0.875,4.3,10.8,15.1,2.2,2.2,2.2,0.7,5.8,19.4
260,John Jenkins\jenkijo01,SG,27,TOT,26,0,333,6.1,15.2,0.4,3.2,8.4,0.379,2.9,6.8,0.426,2.2,2.6,0.833,0.9,4.5,5.4,3.2,0,0.3,1.3,1.4,17.5
260,John Jenkins\jenkijo01,SG,27,WAS,4,0,14,6.8,6.8,1,6.8,6.8,1,0,0,,0,0,,0,3.4,3.4,3.4,0,0,0,0,20.3
260,John Jenkins\jenkijo01,SG,27,NYK,22,0,319,6,15.6,0.388,3,8.5,0.357,3,7.1,0.426,2.3,2.7,0.833,0.9,4.5,5.4,3.2,0,0.3,1.4,1.5,17.4
261,Jonas Jerebko\jerebjo01,PF,31,GSW,73,6,1218,6.4,13.9,0.459,2.7,7.3,0.367,3.7,6.5,0.563,2.5,3.1,0.8,2.8,8.4,11.2,3.7,1.1,0.7,1.7,5.4,17.9
262,Alize Johnson\johnsal02,PF,22,IND,14,0,64,3.1,12.2,0.25,0.8,1.5,0.5,2.3,10.7,0.214,3.1,6.1,0.5,3.1,11.5,14.5,0.8,0.8,2.3,0,5.4,9.9
263,Amir Johnson\johnsam01,C,31,PHI,51,6,529,7.1,14,0.503,1.1,3.6,0.3,6,10.4,0.573,2.8,3.7,0.756,4.2,8.9,13.1,5.4,1.4,1.2,4,8.8,17.9
264,B.J. Johnson\johnsbj01,SF,23,TOT,7,0,49,8.5,17,0.5,2.8,6.6,0.429,5.7,10.4,0.545,1.9,1.9,1,1.9,5.7,7.6,0,1.9,0,1.9,3.8,21.7
264,B.J. Johnson\johnsbj01,SF,23,ATL,6,0,43,8.6,17.2,0.5,3.2,6.4,0.5,5.4,10.7,0.5,2.1,2.1,1,2.1,6.4,8.6,0,2.1,0,2.1,3.2,22.6
264,B.J. Johnson\johnsbj01,SF,23,SAC,1,0,6,7.8,15.5,0.5,0,7.8,0,7.8,7.8,1,0,0,,0,0,0,0,0,0,0,7.8,15.5
265,James Johnson\johnsja01,PF,31,MIA,55,33,1164,6.9,15.9,0.433,2.1,6.3,0.336,4.8,9.7,0.496,2.1,2.9,0.714,0.9,6.5,7.4,5.7,1.5,1.1,3.1,4.8,18
266,Stanley Johnson\johnsst04,SF,22,TOT,66,7,1208,6.9,17.7,0.389,2.5,8.7,0.288,4.4,9.1,0.484,2,2.6,0.781,1.4,7.4,8.7,3.5,2.4,0.6,3.3,4.6,18.3
266,Stanley Johnson\johnsst04,SF,22,DET,48,7,961,6.8,17.9,0.381,2.6,9.3,0.282,4.2,8.6,0.488,2.1,2.6,0.804,1.3,7.7,9,3.1,2.5,0.7,2.8,4.7,18.4
266,Stanley Johnson\johnsst04,SF,22,NOP,18,0,247,7.2,17.1,0.418,2.1,6.4,0.324,5.1,10.7,0.474,1.7,2.4,0.692,1.7,6.2,7.9,5.3,2.3,0.2,4.9,4.1,18.1
267,Tyler Johnson\johnsty01,PG,26,TOT,57,22,1529,6.9,16.7,0.413,2.9,8.3,0.346,4,8.4,0.477,3,4,0.748,1.1,4.4,5.5,5.3,1.7,0.9,2.4,3.1,19.7
267,Tyler Johnson\johnsty01,PG,26,MIA,44,10,1123,7.4,17.4,0.426,3.1,8.9,0.353,4.3,8.6,0.503,2.7,3.8,0.693,0.8,4.4,5.3,4.9,1.7,0.9,2.7,3.1,20.7
267,Tyler Johnson\johnsty01,PG,26,PHO,13,12,406,5.4,14.7,0.368,2.1,6.6,0.321,3.3,8.1,0.406,4,4.6,0.872,1.8,4.4,6.1,6.4,1.6,0.7,1.6,2.9,16.9
268,Wesley Johnson\johnswe01,SF,31,TOT,38,13,534,3.9,11.2,0.352,2.2,6.7,0.329,1.8,4.6,0.385,1.1,1.7,0.684,1.1,5.3,6.3,2,1.2,1.1,1.6,5.5,11.2
268,Wesley Johnson\johnswe01,SF,31,NOP,26,13,377,4.3,10.8,0.398,2.3,6.2,0.38,2,4.7,0.421,0.7,1.1,0.667,1.2,5.4,6.7,2,1.5,0.9,1.5,5.5,11.7
268,Wesley Johnson\johnswe01,SF,31,WAS,12,0,157,3,12.1,0.25,1.8,7.8,0.231,1.2,4.2,0.286,2.1,3,0.7,0.6,4.8,5.4,2.1,0.6,1.5,1.8,5.4,10
269,Nikola Jokić\jokicni01,C,23,DEN,80,80,2504,12.1,23.7,0.511,1.6,5.3,0.307,10.5,18.4,0.569,5.7,6.9,0.821,4.5,12.5,17,11.4,2.1,1.1,4.9,4.5,31.5
270,Damian Jones\jonesda03,C,23,GSW,24,22,410,6.1,8.6,0.716,0,0,,6.1,8.6,0.716,2.8,4.3,0.649,3.6,5.1,8.7,3.2,1.4,2.9,1.9,7.3,15.1
271,Derrick Jones Jr.\jonesde02,SF,21,MIA,60,14,1153,6.8,13.7,0.494,1.2,3.9,0.308,5.6,9.9,0.567,3.1,5.2,0.607,4.1,6.1,10.2,1.6,1.9,1.8,1.8,5.2,17.9
272,Jalen Jones\jonesja04,SF,25,CLE,16,0,214,6,14.4,0.419,2.3,6.5,0.357,3.7,7.9,0.471,4.4,6.3,0.704,2.6,5.3,7.9,1.6,2.1,0.5,1.9,6.3,18.8
273,Jemerrio Jones\jonesje01,SF,23,LAL,6,2,143,3.9,10.7,0.364,0.7,3.3,0.2,3.3,7.5,0.435,0.3,0.7,0.5,5.2,10.7,15.9,4.2,2.3,1.6,1.6,3.3,8.8
274,Terrence Jones\joneste01,PF,27,HOU,2,0,5,9.8,39.2,0.25,0,19.6,0,9.8,19.6,0.5,0,9.8,0,0,39.2,39.2,0,0,0,9.8,9.8,19.6
275,Tyus Jones\jonesty01,PG,22,MIN,68,23,1560,5.7,13.7,0.415,1.2,3.9,0.317,4.5,9.8,0.453,1.8,2.1,0.841,0.7,3.4,4.1,10,2.5,0.2,1.4,2.4,14.4
276,DeAndre Jordan\jordade01,C,30,TOT,69,69,2047,6.8,10.6,0.641,0,0,,6.8,10.6,0.641,4.4,6.2,0.705,5.3,16,21.3,3.7,1,1.7,3.6,4,17.9
276,DeAndre Jordan\jordade01,C,30,DAL,50,50,1554,6.5,10.1,0.644,0,0,,6.5,10.1,0.644,4.2,6.2,0.682,5,16.4,21.4,3.1,1,1.7,3.5,3.9,17.2
276,DeAndre Jordan\jordade01,C,30,NYK,19,19,493,7.6,12,0.634,0,0,,7.6,12,0.634,5,6.5,0.773,6.3,14.9,21.1,5.6,0.9,2,4.1,4.1,20.2
277,Cory Joseph\josepco01,PG,27,IND,82,9,2063,5.4,13,0.412,1.3,4.1,0.322,4.1,8.9,0.454,0.7,1,0.698,0.9,5.7,6.6,7.6,2.2,0.5,1.9,3.1,12.7
278,Frank Kaminsky\kaminfr01,C,25,CHO,47,0,755,8.9,19.2,0.463,3.2,9,0.36,5.7,10.2,0.553,5.1,6.9,0.738,2.5,8,10.5,4.1,0.8,0.8,2.6,4.4,26.1
279,Enes Kanter\kanteen01,C,26,TOT,67,31,1640,11,20.1,0.549,0.3,1,0.294,10.7,19.1,0.562,4.6,5.8,0.787,7.6,11.8,19.4,3.4,0.9,0.8,3.5,4.9,26.9
279,Enes Kanter\kanteen01,C,26,NYK,44,23,1128,10.7,20,0.536,0.3,0.9,0.318,10.4,19.1,0.547,4.5,5.5,0.814,7.3,12.4,19.7,3.6,0.8,0.7,3.4,4.5,26.2
279,Enes Kanter\kanteen01,C,26,POR,23,8,512,11.7,20.3,0.577,0.3,1.1,0.25,11.4,19.2,0.596,4.7,6.4,0.735,8.1,10.6,18.7,3,1.3,0.9,3.7,5.8,28.5
280,Luke Kennard\kennalu01,SG,22,DET,63,10,1437,7.8,17.8,0.438,3.6,9.2,0.394,4.2,8.6,0.486,1.7,2.1,0.836,0.4,5.9,6.3,3.9,0.9,0.3,2,3.2,21
281,Michael Kidd-Gilchrist\kiddgmi01,PF,25,CHO,64,3,1179,6.5,13.7,0.476,0.7,1.9,0.34,5.9,11.8,0.498,3.9,5.1,0.772,3.6,6.5,10.1,2.5,1.3,1.6,1.8,6.4,17.6
282,George King\kingge03,SF,25,PHO,1,0,6,0,0,,0,0,,0,0,,0,0,,0,8,8,0,0,0,0,0,0
283,Maxi Kleber\klebima01,PF,27,DAL,71,18,1502,5.7,12.5,0.453,2.5,7,0.353,3.2,5.4,0.583,1.9,2.4,0.784,2.9,7.7,10.6,2.3,1.2,2.5,1.7,4.6,15.7
284,Brandon Knight\knighbr03,PG,27,TOT,39,26,736,6.7,17.5,0.381,2.8,8.7,0.318,3.9,8.8,0.443,1.8,2.3,0.794,0.7,3.3,4,4.8,1.4,0.1,2,4.2,17.9
284,Brandon Knight\knighbr03,PG,27,HOU,12,0,118,4.6,19.5,0.234,2.1,13.3,0.156,2.5,6.2,0.4,3.7,4.6,0.818,0.4,3.3,3.7,3.7,0.8,0,2.1,5.8,15
284,Brandon Knight\knighbr03,PG,27,CLE,27,26,618,7.1,17.1,0.413,2.9,7.8,0.371,4.2,9.3,0.448,1.4,1.8,0.783,0.7,3.3,4,5,1.5,0.2,2,3.9,18.5
285,Kevin Knox\knoxke01,PF,19,NYK,75,57,2158,7.5,20.4,0.37,2.8,8.1,0.343,4.8,12.3,0.387,3.6,5,0.717,1.4,6.1,7.5,1.8,1,0.5,2.5,3.9,21.5
