Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Steven Adams\adamsst01,C,26,OKC,59,59,1592,8.2,13.9,0.594,0,0.1,0.333,8.2,13.8,0.596,3.4,5.8,0.585,6.1,10.9,16.9,4.4,1.5,2,2.8,3.5,19.9
2,Bam Adebayo\adebaba01,PF,22,MIA,66,66,2263,9,15.8,0.568,0,0.3,0.077,8.9,15.5,0.577,5.3,7.6,0.693,3.6,11.3,15,7.3,1.7,1.8,4.1,3.6,23.2
3,LaMarcus Aldridge\aldrila01,C,34,SAS,53,53,1754,10.7,21.7,0.493,1.7,4.3,0.389,9,17.4,0.519,4.3,5.2,0.827,2.8,7.9,10.7,3.5,1,2.4,2,3.5,27.4
4,Nickeil Alexander-Walker\alexani01,SG,21,NOP,42,0,513,7.5,21.1,0.355,3.8,10.8,0.35,3.7,10.3,0.36,1.6,2.7,0.6,0.7,6.6,7.3,6.8,1.2,0.6,3.6,4.5,20.4
5,Grayson Allen\allengr01,SG,24,MEM,31,0,520,7.3,16.2,0.45,3.1,8.3,0.37,4.2,7.9,0.534,2.7,3.2,0.833,0.4,5.7,6.1,3.9,0.7,0.1,2.2,3.4,20.3
6,Jarrett Allen\allenja01,C,21,BRK,65,59,1674,7.8,12,0.649,0,0.1,0,7.8,11.8,0.657,4.2,6.7,0.62,5.6,11.7,17.3,2.5,1,2.4,2,4.2,19.7
7,Kadeem Allen\allenka01,SG,27,NYK,10,0,117,7.9,18.3,0.432,2.1,6.7,0.313,5.8,11.7,0.5,2.9,4.6,0.636,0.8,2.9,3.7,8.7,2.1,0.8,3.3,2.9,20.8
8,Al-Farouq Aminu\aminual01,PF,29,ORL,18,2,380,3.2,11,0.291,1.2,4.6,0.25,2.1,6.4,0.32,2.4,3.7,0.655,3.1,8.1,11.2,2.7,2.3,1,2.2,3.5,10
9,Justin Anderson\anderju01,SF,26,BRK,4,0,27,1.8,14.1,0.125,0,8.8,0,1.8,5.3,0.333,1.8,3.5,0.5,1.8,7,8.8,7,0,3.5,1.8,3.5,5.3
10,Kyle Anderson\anderky01,PF,26,MEM,60,21,1158,5.6,11.5,0.488,0.7,2.6,0.262,4.9,8.9,0.555,1.8,2.7,0.647,2.2,8.3,10.4,5.4,1.9,1.3,2.3,3.6,13.7
11,Ryan Anderson\anderry01,PF,31,HOU,2,0,14,6.6,23.2,0.286,3.3,16.6,0.2,3.3,6.6,0.5,0,0,,0,23.2,23.2,6.6,3.3,0,3.3,3.3,16.6
12,Giannis Antetokounmpo\antetgi01,PF,25,MIL,58,58,1795,16.2,29.5,0.55,2.1,7,0.307,14.1,22.5,0.625,9.4,14.8,0.632,3.3,17,20.3,8.6,1.5,1.5,5.4,4.5,43.9
13,Kostas Antetokounmpo\antetko01,PF,22,LAL,3,0,5,0,0,,0,0,,0,0,,0,0,,0,9.5,9.5,9.5,0,0,0,0,0
14,Thanasis Antetokounmpo\antetth01,SF,27,MIL,18,2,93,9.3,17.7,0.528,0,3.4,0,9.3,14.3,0.655,3.4,7.4,0.467,5.4,3.9,9.3,4.4,2.9,1,5.4,6.4,22.1
15,Carmelo Anthony\anthoca01,PF,35,POR,51,51,1660,8.5,19.8,0.43,2.1,5.7,0.374,6.4,14.1,0.452,3.4,4,0.849,1.8,7.4,9.2,2.3,1.2,0.7,2.6,4.2,22.5
16,OG Anunoby\anunoog01,SF,22,TOR,64,63,1930,6.8,13.2,0.513,2.1,5.4,0.39,4.7,7.9,0.597,1.6,2.2,0.7,1.9,6.7,8.5,2.5,2.2,1,1.9,3.9,17.2
17,Ryan Arcidiacono\arcidry01,PG,25,CHI,58,4,930,4.7,11.4,0.409,2.8,7.1,0.391,1.9,4.2,0.439,1.4,2,0.711,1,4.7,5.7,5,1.4,0.2,1.9,5,13.5
18,Trevor Ariza\arizatr01,SF,34,TOT,53,21,1493,4.6,10.5,0.438,2.5,6.7,0.372,2.1,3.8,0.556,2,2.4,0.838,1.1,6.8,7.9,2.9,2.2,0.5,1.8,3.6,13.7
18,Trevor Ariza\arizatr01,SF,34,SAC,32,0,791,3.9,10.2,0.388,2.6,7.5,0.352,1.3,2.6,0.488,1.3,1.7,0.778,1.3,7.7,9,3.1,2.2,0.4,1.7,3.9,11.8
18,Trevor Ariza\arizatr01,SF,34,POR,21,21,702,5.3,10.8,0.491,2.3,5.8,0.4,3,5,0.595,2.8,3.2,0.872,0.9,5.9,6.8,2.8,2.3,0.5,1.9,3.3,15.7
19,D.J. Augustin\augusdj01,PG,32,ORL,50,7,1242,6.3,15.9,0.397,2.4,7,0.345,3.9,9,0.437,5.5,6.2,0.885,0.7,3.6,4.3,8.9,1.2,0,2.8,2.1,20.5
20,Deandre Ayton\aytonde01,C,21,PHO,31,26,1031,12.2,22,0.555,0.1,0.3,0.333,12.1,21.7,0.558,2.8,3.6,0.769,5.8,11.3,17.1,2.8,1,2.4,3.3,4.5,27.3
21,Dwayne Bacon\bacondw01,SG,24,CHO,39,11,687,6.2,17.8,0.348,1.4,4.9,0.284,4.8,12.9,0.373,2.6,3.9,0.66,1.1,6.2,7.3,3.8,1.7,0.1,2.7,3.8,16.3
22,Marvin Bagley III\baglema01,PF,20,SAC,13,6,334,11.4,24.4,0.467,0.6,3.2,0.182,10.8,21.1,0.51,3.6,4.5,0.806,4.2,9.9,14.1,1.5,0.9,1.7,2.6,6.3,27
23,Lonzo Ball\balllo01,PG,22,NOP,58,49,1868,6.5,16,0.406,3.5,9.2,0.38,3,6.8,0.442,1,1.8,0.549,1.6,7.3,8.9,9.9,2,0.7,4.4,2.9,17.5
24,Mo Bamba\bambamo01,C,21,ORL,61,0,872,7.4,15.9,0.463,2.1,6,0.346,5.3,10,0.534,1.7,2.6,0.674,5.5,11.3,16.8,2.3,1.3,4.8,2.3,6.4,18.6
25,J.J. Barea\bareajo01,PG,35,DAL,26,4,391,9.1,22.1,0.413,3.6,9.4,0.382,5.6,12.7,0.437,2.1,2.2,0.944,1.2,4.7,5.9,12.2,0.5,0.2,4.3,3.1,24
26,Harrison Barnes\barneha02,PF,27,SAC,65,65,2267,7.1,15.4,0.461,2,5.3,0.384,5.1,10.1,0.501,4.2,5.3,0.801,1.3,5.4,6.7,3.3,0.9,0.2,1.8,1.8,20.4
27,RJ Barrett\barrerj01,SG,19,NYK,56,55,1704,8.3,20.8,0.402,1.8,5.6,0.32,6.5,15.1,0.432,4.5,7.3,0.614,1.4,6.5,8,4.1,1.6,0.5,3.5,3.5,22.9
28,Will Barton\bartowi01,SF,29,DEN,58,58,1916,8.6,19,0.45,2.8,7.4,0.375,5.8,11.6,0.498,2.6,3.4,0.767,2,7.4,9.4,5.5,1.6,0.7,2.3,3.1,22.5
29,Keita Bates-Diop\bateske01,SF,24,TOT,40,0,667,6.2,14.5,0.428,2.2,6.6,0.33,4,7.9,0.509,3.4,4.8,0.71,1.5,6.3,7.8,2.1,1.3,1.5,1,2.6,18
29,Keita Bates-Diop\bateske01,SF,24,MIN,37,0,646,6.3,14.8,0.422,2.2,6.8,0.33,4,8,0.5,3.3,4.7,0.708,1.5,6.4,7.9,2.2,1.2,1.4,1,2.6,18
29,Keita Bates-Diop\bateske01,SF,24,DEN,3,0,21,4.7,4.7,1,0,0,,4.7,4.7,1,7.1,9.4,0.75,0,4.7,4.7,0,2.4,2.4,0,4.7,16.5
30,Nicolas Batum\batumni01,SF,31,CHO,22,3,505,2.8,8,0.346,1.4,4.9,0.286,1.4,3.2,0.438,0.9,1,0.9,2.5,7.4,9.9,6.5,1.7,0.8,2.2,4.1,7.8
31,Aron Baynes\baynear01,C,33,PHO,42,28,934,9.3,19.3,0.48,3,8.5,0.351,6.3,10.8,0.582,2.8,3.8,0.747,3.6,8.4,12,3.4,0.5,1.2,2.5,7.1,24.4
32,Kent Bazemore\bazemke01,SF-SG,30,TOT,65,21,1627,5.5,14.8,0.374,2.3,6.8,0.342,3.2,8,0.401,3.2,4.2,0.769,0.8,7.7,8.5,2.7,2.1,1.2,2.6,5.5,16.7
32,Kent Bazemore\bazemke01,SF,30,POR,43,21,1111,4.8,14,0.347,2.4,7.3,0.327,2.4,6.6,0.368,2.5,3.1,0.806,0.6,6.8,7.4,2.6,1.9,1.3,2.6,5.2,14.6
32,Kent Bazemore\bazemke01,SG,30,SAC,22,0,516,7.1,16.7,0.424,2.2,5.7,0.383,4.9,11,0.444,4.9,6.7,0.732,1.2,9.7,10.9,2.7,2.5,0.8,2.5,6,21.2
33,Darius Bazley\bazleda01,PF,19,OKC,54,8,938,4.8,12.3,0.39,1.7,5.3,0.311,3.1,6.9,0.451,1.7,2.4,0.681,1.1,9.4,10.5,1.5,1,1.9,2.1,2.4,12.9
34,Bradley Beal\bealbr01,SG,26,WAS,57,57,2053,13.5,29.6,0.455,3.9,10.9,0.353,9.6,18.7,0.515,8.7,10.4,0.842,1.2,4.3,5.5,7.9,1.6,0.5,4.4,2.9,39.6
35,Malik Beasley\beaslma01,SG,23,TOT,55,14,1209,9,21.3,0.425,4.3,11,0.388,4.8,10.3,0.465,2.2,2.6,0.818,0.7,5.2,5.9,3,1.6,0.3,2.3,3.1,24.5
35,Malik Beasley\beaslma01,SG,23,DEN,41,0,746,7.7,19.9,0.389,3.8,10.7,0.36,3.9,9.3,0.421,2.2,2.5,0.868,0.6,4.5,5.1,3.2,2.1,0.4,2.4,3.3,21.5
35,Malik Beasley\beaslma01,SG,23,MIN,14,14,463,11,23.4,0.472,4.9,11.5,0.426,6.1,11.8,0.517,2.1,2.8,0.75,0.9,6.2,7.1,2.7,0.9,0.2,2.1,2.7,29.1
36,Marco Belinelli\belinma01,SG,33,SAS,53,0,794,6.5,16.6,0.389,3.4,9.5,0.363,3,7.1,0.424,2.4,2.9,0.813,0.2,5.3,5.5,3.9,0.7,0.1,1,2.5,18.7
37,Jordan Bell\belljo01,C-PF,25,TOT,29,0,256,6.4,12.2,0.522,0.7,2.2,0.333,5.6,10,0.564,3.4,5.6,0.613,5.4,9.3,14.7,2.9,0.5,1.8,3.8,3.4,16.9
37,Jordan Bell\belljo01,C,25,MIN,27,0,235,6.3,11.9,0.533,0.4,1.8,0.222,5.9,10.1,0.588,3.4,5.7,0.586,5.5,9.9,15.4,2.8,0.4,2,3.6,3.4,16.4
37,Jordan Bell\belljo01,PF,25,MEM,2,0,21,6.7,15.6,0.429,4.4,6.7,0.667,2.2,8.9,0.25,4.4,4.4,1,4.4,2.2,6.7,4.4,2.2,0,6.7,4.4,22.2
38,DeAndre' Bembry\bembrde01,SG,25,ATL,43,4,915,5.3,11.6,0.456,0.8,3.3,0.231,4.5,8.3,0.546,1.3,2.4,0.542,1.7,6,7.7,4.1,2.8,1,3.1,4.3,12.7
39,Dragan Bender\bendedr01,SF,22,TOT,16,3,286,6.8,15.2,0.446,2.5,7.1,0.349,4.3,8.1,0.531,1.6,2.3,0.714,2.6,9.4,12,4.6,0.7,1.5,3.5,6.9,17.6
39,Dragan Bender\bendedr01,SF,22,MIL,7,0,91,5,10.5,0.476,2,4.5,0.444,3,6,0.5,1,1.5,0.667,0,10,10,4.5,0,2.5,2.5,8,13.1
39,Dragan Bender\bendedr01,SF,22,GSW,9,3,195,7.6,17.4,0.437,2.7,8.3,0.324,4.9,9.1,0.541,2,2.7,0.727,3.9,9.1,13,4.7,1,1,3.9,6.4,19.9
40,Dāvis Bertāns\bertada01,PF,27,WAS,54,4,1583,7.8,18,0.434,5.9,13.9,0.424,1.9,4.1,0.471,3.1,3.6,0.852,1,6.2,7.2,2.7,1.1,1,1.7,4.1,24.6
41,Patrick Beverley\beverpa01,PG,31,LAC,50,49,1334,5.1,11.9,0.429,2.8,7.3,0.388,2.3,4.7,0.492,1.1,1.6,0.674,2,7.3,9.3,6.5,1.9,0.9,2.3,5.5,14.2
42,Khem Birch\birchkh01,C,27,ORL,41,24,794,3.6,7.4,0.488,0,0.1,0,3.6,7.4,0.492,2.9,4.5,0.644,4.4,6.9,11.3,2.5,1,1.4,1.5,4.7,10.1
43,Goga Bitadze\bitadgo01,C,20,IND,49,2,410,7.2,15.3,0.473,0.7,4.3,0.167,6.5,11,0.591,2.9,3.9,0.727,2.6,8.8,11.4,2.5,0.7,3.8,3,6.8,18.1
44,Bismack Biyombo\biyombi01,C,27,CHO,53,29,1029,7.4,13.5,0.543,0,0,,7.4,13.5,0.543,4.4,7.4,0.603,5.8,9.2,15,2.4,0.5,2.4,2.3,5.6,19.1
45,Nemanja Bjelica\bjeline01,PF,31,SAC,65,62,1852,7.7,16.1,0.477,3.3,7.8,0.423,4.4,8.3,0.529,1.6,1.9,0.824,2.8,8.2,11,4.7,1.5,0.9,2.4,5.2,20.3
46,Eric Bledsoe\bledser01,PG,30,MIL,56,56,1524,9.6,19.9,0.482,2.1,6,0.348,7.5,13.8,0.54,4.7,5.8,0.813,1.2,6.5,7.8,9.1,1.6,0.7,4.2,3.6,25.9
47,Bogdan Bogdanović\bogdabo01,SG,27,SAC,54,21,1542,9,20.7,0.436,4.5,12.3,0.366,4.5,8.3,0.54,2.5,3.4,0.729,0.5,4.9,5.5,5.4,1.8,0.4,2.8,3.7,25
48,Bojan Bogdanović\bogdabo02,SF,30,UTA,63,63,2083,9.8,21.9,0.447,4.4,10.7,0.414,5.4,11.2,0.479,5.8,6.5,0.903,0.9,5.1,6.1,3.1,0.8,0.2,3.7,2.6,29.8
49,Bol Bol\bolbo01,C,20,DEN,1,0,12,8.2,16.5,0.5,0,4.1,0,8.2,12.3,0.667,4.1,4.1,1,8.2,8.2,16.5,4.1,0,0,8.2,0,20.6
50,Jonah Bolden\boldejo01,PF,24,TOT,7,0,47,4.1,11.2,0.364,0,4.1,0,4.1,7.1,0.571,2,4.1,0.5,3,6.1,9.1,0,3,2,2,10.1,10.1
50,Jonah Bolden\boldejo01,PF,24,PHI,4,0,14,6.9,10.4,0.667,0,3.5,0,6.9,6.9,1,0,6.9,0,0,3.5,3.5,0,3.5,0,6.9,13.9,13.9
50,Jonah Bolden\boldejo01,PF,24,PHO,3,0,33,2.9,11.5,0.25,0,4.3,0,2.9,7.2,0.4,2.9,2.9,1,4.3,7.2,11.5,0,2.9,2.9,0,8.6,8.6
51,Marques Bolden\boldema01,C,21,CLE,1,0,3,0,0,,0,0,,0,0,,0,0,,0,32.4,32.4,0,16.2,0,0,16.2,0
52,Jordan Bone\bonejo01,PG,22,DET,10,0,53,4.6,18.6,0.25,1.9,9.3,0.2,2.8,9.3,0.3,0,0,,0,3.7,3.7,7.4,0.9,0,1.9,5.6,11.1
53,Isaac Bonga\bongais01,SF,20,WAS,59,42,1048,4.4,8.5,0.516,1,2.5,0.393,3.4,6,0.567,2.5,3.1,0.826,2.8,5.6,8.3,2.8,1.7,0.9,1.9,6.2,12.2
54,Devin Booker\bookede01,SG,23,PHO,63,63,2277,11.5,23.7,0.485,2.7,7.4,0.359,8.8,16.2,0.542,8.6,9.4,0.918,0.6,4.9,5.5,8.6,1,0.3,5.2,4,34.2
55,Chris Boucher\bouchch01,PF,27,TOR,56,0,725,7.8,17.2,0.456,1.8,6.6,0.28,6,10.6,0.565,5.4,6.8,0.796,6.2,9.7,15.9,1.5,1.3,3.5,1.5,6.8,22.9
56,Brian Bowen\bowenbr02,SG,21,IND,5,1,29,3.4,15.1,0.222,0,3.4,0,3.4,11.8,0.286,0,0,,1.7,10.1,11.8,0,0,1.7,1.7,3.4,6.7
57,Ky Bowman\bowmaky01,PG,22,GSW,45,12,1015,6.3,15.1,0.417,1.6,5,0.308,4.8,10.1,0.472,1.6,1.9,0.829,1.1,4.6,5.7,6.2,2.1,0.5,3.3,4.8,15.8
58,Avery Bradley\bradlav01,SG,29,LAL,49,44,1186,6.8,15.4,0.444,2.5,6.9,0.364,4.3,8.4,0.51,0.8,1,0.833,0.7,3.9,4.6,2.5,1.7,0.2,1.9,4.4,17
59,Tony Bradley\bradlto01,C,22,UTA,52,2,562,9.4,14.3,0.655,0.1,0.1,1,9.3,14.2,0.652,2.3,3.5,0.65,8.4,11.3,19.7,1.5,1.1,2.3,2.3,9.2,21.1
60,Jarrell Brantley\brantja01,PF,23,UTA,5,0,13,0,0,,0,0,,0,0,,0,0,,0,18.7,18.7,3.7,0,7.5,7.5,7.5,0
61,Ignas Brazdeikis\brazdig01,SF,21,NYK,9,0,53,5.5,20.2,0.273,0.9,8.3,0.111,4.6,11.9,0.385,3.7,4.6,0.8,1.8,2.8,4.6,3.7,0,0.9,1.8,2.8,15.6
62,Mikal Bridges\bridgmi01,SF,23,PHO,66,25,1806,5.6,10.9,0.516,1.5,4.3,0.348,4.1,6.6,0.625,2.4,2.9,0.838,1.5,5.3,6.9,3.1,2.5,1,1.7,3.8,15.1
63,Miles Bridges\bridgmi02,SF,21,CHO,65,64,1995,8,18.9,0.424,2.5,7.5,0.33,5.5,11.4,0.486,2.7,3.3,0.809,2.2,6.9,9.1,2.9,1,1.2,2.4,3.3,21.2
64,Oshae Brissett\brissos01,SF,21,TOR,19,0,135,4.6,12.7,0.361,1.1,5.3,0.2,3.5,7.4,0.476,2.8,3.5,0.8,3.2,6,9.2,2.5,1.4,0.4,2.5,6.4,13.1
65,Ryan Broekhoff\broekry01,SG,29,DAL,17,1,180,5.9,15.8,0.373,5.4,13.7,0.392,0.5,2.1,0.25,1.9,2.1,0.875,1.3,10.2,11.5,3,1.3,1.1,1.6,4,19.1
66,Malcolm Brogdon\brogdma01,PG,27,IND,48,48,1472,9.6,21.8,0.439,2,6.5,0.313,7.5,15.3,0.491,4.8,5.4,0.895,1.3,6.2,7.5,11.3,1.1,0.3,3.8,2.9,25.9
67,Dillon Brooks\brookdi01,SG,24,MEM,66,66,1887,9.4,23.3,0.402,3.3,9.1,0.365,6,14.2,0.425,3.6,4.5,0.806,1.6,3.8,5.4,3.3,1.4,0.6,2.7,6.2,25.6
68,Bruce Brown\brownbr01,SG,23,DET,58,43,1634,6,13.5,0.443,1,2.9,0.344,5,10.6,0.47,2.6,3.6,0.739,1.8,6.4,8.2,6.9,1.9,0.9,3,4.9,15.6
69,Charlie Brown\brownch02,SG,22,ATL,10,0,40,7,22.1,0.316,3.5,10.5,0.333,3.5,11.6,0.3,5.8,5.8,1,2.3,2.3,4.7,2.3,2.3,2.3,3.5,3.5,23.3
70,Jaylen Brown\brownja02,SF,23,BOS,51,51,1736,10.7,21.9,0.488,3.1,8.1,0.378,7.6,13.8,0.552,4.6,6.3,0.738,1.5,7.4,9,3.1,1.6,0.4,3.3,4.3,29.1
71,Moses Brown\brownmo01,C,20,POR,9,0,33,5.8,14.4,0.4,0,0,,5.8,14.4,0.4,4.3,11.6,0.375,4.3,15.9,20.2,1.4,1.4,1.4,4.3,10.1,15.9
72,Sterling Brown\brownst02,SF,24,MIL,46,1,688,5.4,14.7,0.365,2.4,7.8,0.308,3,7,0.429,1.9,2.4,0.778,1.9,9.4,11.4,3.1,1.7,0.5,2.5,3.1,15
73,Troy Brown Jr.\browntr01,SG,20,WAS,62,15,1546,7.1,15.6,0.455,1.5,4.4,0.34,5.6,11.2,0.5,2.7,3.5,0.761,2,7.9,9.8,4.3,2.3,0.2,2,3.4,18.4
74,Jalen Brunson\brunsja01,PG,23,DAL,57,16,1022,8.6,18.4,0.466,2,5.7,0.358,6.5,12.7,0.515,2.9,3.5,0.813,1,5.3,6.3,8.9,1,0.2,3.1,3.5,22
75,Thomas Bryant\bryanth01,C,22,WAS,39,29,934,9.4,15.9,0.589,1.1,2.9,0.397,8.2,13,0.632,3.5,4.8,0.732,3.8,9.5,13.3,3.7,0.8,1.6,2.4,4.3,23.5
76,Reggie Bullock\bullore01,SG,28,NYK,29,19,684,6.4,15.9,0.402,2.6,7.9,0.333,3.8,8,0.469,1.2,1.5,0.81,0.9,3.9,4.8,3,1.8,0.2,1.4,4,16.7
77,Trey Burke\burketr01,PG,27,TOT,26,0,359,9.5,19.3,0.49,3.2,6.5,0.5,6.2,12.8,0.484,1.9,2.7,0.7,2,2.8,4.9,8,1.1,0.1,1.6,3.1,24.1
77,Trey Burke\burketr01,PG,27,PHI,25,0,329,8.7,18.7,0.465,2.4,5.6,0.421,6.3,13.1,0.483,1.9,2.7,0.722,2.2,3,5.2,7.8,1,0.1,1.8,3.1,21.7
77,Trey Burke\burketr01,G,27,DAL,1,0,30,17.7,25.8,0.688,12.9,16.1,0.8,4.8,9.7,0.5,1.6,3.2,0.5,0,1.6,1.6,9.7,1.6,0,0,3.2,50
78,Alec Burks\burksal01,SG,28,TOT,60,18,1624,8.4,20.8,0.406,3,8.1,0.373,5.4,12.7,0.427,6.6,7.4,0.896,1.3,6.5,7.8,5.1,1.7,0.5,2.6,3.6,26.6
78,Alec Burks\burksal01,SG,28,GSW,48,18,1390,8.4,20.7,0.406,2.9,7.7,0.375,5.5,13,0.424,6.9,7.7,0.897,1.3,6.5,7.8,5.2,1.7,0.6,2.6,3.7,26.6
78,Alec Burks\burksal01,SG,28,PHI,12,0,234,8.7,21.6,0.404,3.9,10.8,0.365,4.8,10.8,0.442,5,5.6,0.889,1.2,6.6,7.9,4.4,1.7,0,2.7,3.3,26.4
79,Deonte Burton\burtode02,SG,26,OKC,34,0,284,6.7,18,0.371,1.7,7.9,0.217,5,10.1,0.492,1,2.1,0.5,1,7.2,8.2,1.9,0.9,1.7,2.4,4.8,16.1
80,Jimmy Butler\butleji01,SF,30,MIA,55,55,1881,8.7,19.1,0.456,0.8,3,0.248,7.9,16,0.495,10.9,13,0.834,2.6,6.8,9.4,8.8,2.5,0.8,3.1,2,29
81,Bruno Caboclo\cabocbr01,SF,24,TOT,27,0,220,6.8,16.3,0.416,0.8,5.9,0.143,5.9,10.4,0.571,0.8,1.1,0.8,4.7,6.6,11.2,2.5,2.5,3.4,1.9,5.3,15.3
81,Bruno Caboclo\cabocbr01,SF,24,MEM,22,0,192,6.8,16.8,0.406,1,6.1,0.16,5.8,10.7,0.545,0.5,0.7,0.667,4.1,6.6,10.7,2.4,2.4,2.9,1.7,5.6,15.1
81,Bruno Caboclo\cabocbr01,SF,24,HOU,5,0,28,6.6,13.3,0.5,0,5,0,6.6,8.3,0.8,3.3,3.3,1,8.3,6.6,14.9,3.3,3.3,6.6,3.3,3.3,16.6
82,Kentavious Caldwell-Pope\caldwke01,SG,26,LAL,65,22,1663,6.4,13.8,0.466,2.5,6.5,0.386,3.9,7.2,0.538,2.2,2.8,0.768,1.1,2.8,3.8,3.1,1.5,0.4,1.7,3.5,17.5
83,Vlatko Čančar\cancavl01,SF,22,DEN,14,0,45,6.6,16.5,0.4,1.1,6.6,0.167,5.5,9.9,0.556,4.4,4.4,1,5.5,5.5,11,3.3,1.1,1.1,3.3,7.7,18.7
84,Clint Capela\capelca01,C,25,HOU,39,39,1279,8.9,14.1,0.629,0,0,,8.9,14.1,0.629,2,3.8,0.529,6.1,13.4,19.5,1.7,1.2,2.6,2.3,3.7,19.7
85,DeMarre Carroll\carrode01,SF,33,TOT,21,0,231,4.3,11.1,0.389,1.4,5.5,0.259,2.9,5.5,0.519,4.9,7.4,0.667,2.3,7.4,9.6,3.7,0.8,0.8,3.3,5.7,14.9
