Tm,Win,Pos,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
MIA,44,4,8,15.9,0.503144654,1.5,4.8,0.3125,6.5,11.1,0.585585586,0.550314465,2.9,4.2,0.69047619,1.6,7.7,9.3,7.2,1.8,1.3,3.6,5,20.4,109,105
UTA,48,3,6.8,16.2,0.419753086,1.6,6,0.266666667,5.2,10.2,0.509803922,0.469135802,1.4,1.7,0.823529412,0.9,6.8,7.7,3.2,0.9,0.4,2.2,2.3,16.7,96,107
HOU,65,3,5,13.1,0.381679389,1.7,5.9,0.288135593,3.3,7.1,0.464788732,0.446564885,1.9,2,0.95,0.2,6.1,6.3,3.7,0.6,0.1,1.8,3.4,13.5,100,110
MEM,22,4,6.1,14.2,0.429577465,2.7,8.1,0.333333333,3.4,6.1,0.557377049,0.524647887,0,0,0,2.7,4.7,7.4,4.7,1.3,0,2,4,14.8,108,114
DET,39,3,5.5,14.7,0.37414966,1.8,6.2,0.290322581,3.8,8.6,0.441860465,0.43537415,2.9,3.8,0.763157895,0.9,5.8,6.6,2.9,2.5,0.4,2,4.5,15.8,97,107
MIA,44,1,7.6,17.4,0.436781609,2.9,7.9,0.367088608,4.6,9.5,0.484210526,0.520114943,2.6,3.2,0.8125,0.8,5.2,6.1,4,1.5,0.8,2,3.6,20.6,109,108
LAC,42,3,4.9,12,0.408333333,2,5.8,0.344827586,2.9,6.2,0.467741935,0.491666667,1.4,1.9,0.736842105,0.9,6.1,7.1,2,2.5,2,1.8,4.8,13.2,99,107
DEN,46,5,10.2,20.5,0.497560976,2.3,5.7,0.403508772,8,14.8,0.540540541,0.553658537,5.4,6.4,0.84375,4,12.3,16.3,9.3,1.8,1.2,4.3,4.3,28.1,121,107
GSW,58,5,6,11.9,0.504201681,0,0,0,6,11.9,0.504201681,0.504201681,1.6,2.7,0.592592593,2.7,4.9,7.6,1.1,0.5,1.6,2.2,7.6,13.5,99,111
PHO,21,3,2.9,5.8,0.5,0,2.9,0,2.9,2.9,1,0.5,7.3,8.7,0.83908046,2.9,2.9,5.8,4.4,1.5,5.8,1.5,2.9,13.1,141,109
MIA,44,3,4.5,11.6,0.387931034,0.7,3.8,0.184210526,3.8,7.8,0.487179487,0.418103448,2.6,4.3,0.604651163,4.5,3.6,8.1,1.4,0.7,2.1,1.4,5.2,12.3,103,109
NOP,48,3,2.5,10.1,0.247524752,2.5,2.5,1,0,7.5,0,0.371287129,5,5,1,0,7.5,7.5,0,0,0,0,5,12.6,111,113
DAL,24,3,7.7,19.8,0.388888889,2.8,7.7,0.363636364,5,12.1,0.41322314,0.45959596,3.1,5.3,0.58490566,4,6.8,10.8,1.2,1.5,0.3,2.2,6.2,21.4,97,110
MIN,47,1,5.1,11.2,0.455357143,1.5,4.4,0.340909091,3.6,6.8,0.529411765,0.522321429,2.4,2.8,0.857142857,0.5,4,4.5,7.9,3.2,0.2,2,3.7,14.2,119,110
LAC,42,5,7.5,11.6,0.646551724,0,0,0,7.5,11.6,0.646551724,0.646551724,3.6,6.3,0.571428571,6.6,16.9,23.5,2.3,0.8,1.4,2.7,4.1,18.6,125,105
IND,48,1,5.8,13.7,0.423357664,1.5,4.3,0.348837209,4.3,9.4,0.457446809,0.47810219,1.6,2.1,0.761904762,0.9,5.1,5.9,5.9,1.8,0.4,2,3.2,14.7,106,110
CHO,36,4,8.2,19,0.431578947,2.8,7.3,0.383561644,5.4,11.7,0.461538462,0.505263158,4.1,5.2,0.788461538,1.2,6.4,7.7,3.4,1,0.5,1.8,2.5,23.2,110,111
NYK,29,5,11.4,19.3,0.590673575,0,0.1,0,11.4,19.3,0.590673575,0.590673575,4.2,5,0.84,7.4,13.7,21.1,2.8,1,1,3.3,5.1,27.1,122,108
DET,39,2,7,15.9,0.440251572,2.8,6.6,0.424242424,4.3,9.2,0.467391304,0.528301887,2.2,2.6,0.846153846,0.7,5.3,6,4.2,1.5,0.4,2.4,2.9,19,108,109
CHO,36,3,7.4,14.8,0.5,0,0.1,0,7.4,14.7,0.503401361,0.5,3.1,4.5,0.688888889,2.2,5.7,8,1.9,1.3,0.8,1.4,3.8,18,110,110
BRK,28,2,6.6,23.1,0.285714286,2.9,11.4,0.254385965,3.7,11.7,0.316239316,0.348484848,4.8,5,0.96,0.3,9,9.3,4,0.5,0.3,4.2,2.1,21,80,112
MIL,44,2,7.5,19.9,0.376884422,3.2,11.2,0.285714286,4.4,8.8,0.5,0.457286432,4.4,4.6,0.956521739,0.2,5.8,6.1,3.6,1.2,0.2,2.2,3.6,22.6,102,113
LAC,42,2,9,23,0.391304348,3.8,9,0.422222222,5.1,14.1,0.361702128,0.473913043,2.6,2.6,1,0,2.6,2.6,3.8,0,0,1.3,2.6,24.3,105,118
CHI,27,2,10.7,24.4,0.43852459,4.3,10.9,0.394495413,6.4,13.5,0.474074074,0.526639344,5.9,7.3,0.808219178,0.7,5,5.7,3,1.4,0.7,2.7,1.8,31.7,108,113
DAL,24,4,6.3,12.9,0.488372093,1.7,5.3,0.320754717,4.6,7.5,0.613333333,0.554263566,1.8,2.5,0.72,3,6.8,9.7,2.1,1.1,2,1.2,4.7,16.1,117,109
PHI,52,2,4.8,16.8,0.285714286,3,10.2,0.294117647,1.8,6.6,0.272727273,0.375,1.2,2.4,0.5,1.2,5.4,6.6,2.4,1.2,0.6,1.2,7.2,13.8,86,107
NYK,29,4,7.5,19,0.394736842,4.3,12,0.358333333,3.2,7,0.457142857,0.507894737,1.2,1.7,0.705882353,1.7,8.1,9.7,4,0.9,2.4,1.8,4.3,20.4,106,110
CLE,50,2,6.9,15.1,0.456953642,5.1,11.7,0.435897436,1.8,3.4,0.529411765,0.625827815,2,2.2,0.909090909,0.3,4.9,5.1,2.7,1,0.8,1.7,4,20.9,120,114
SAC,27,5,8.1,14.1,0.574468085,0,0,0,8.1,14.1,0.574468085,0.574468085,1.2,2.7,0.444444444,5.4,11.7,17.2,3.2,1.7,1.2,1.8,5.3,17.3,117,108
LAL,35,4,9.3,20.7,0.449275362,3.2,8.6,0.372093023,6.2,12.1,0.512396694,0.526570048,2.9,4.1,0.707317073,1.8,7.9,9.6,2.8,1,0.7,2.8,3.2,24.7,105,109
NYK,29,3,0,49.6,0,0,0,0,0,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
SAC,27,4,8.4,18.7,0.449197861,0.7,2.1,0.333333333,7.6,16.6,0.457831325,0.467914439,3.9,4.8,0.8125,4,7.7,11.7,2.9,1,2,3,5.4,21.3,103,111
CHO,36,2,9.4,20.6,0.45631068,2.3,6.3,0.365079365,7.1,14.3,0.496503497,0.512135922,4.4,5.2,0.846153846,1.2,6.8,8,4.6,1.5,0.8,2.3,3.4,25.6,112,109
BOS,55,1,5.4,14.1,0.382978723,2,5.5,0.363636364,3.4,8.6,0.395348837,0.453900709,2.1,2.4,0.875,1,5,5.9,6.3,1.9,0.1,2.1,3.7,14.9,104,106
SAS,47,5,9.3,18,0.516666667,0,0.5,0,9.3,17.5,0.531428571,0.516666667,2.8,4.4,0.636363636,6,10.2,16.2,3.9,0.9,0.3,3.1,4.3,21.4,109,106
CHI,27,2,10.1,26.4,0.382575758,3.1,9.2,0.336956522,7,17.3,0.404624277,0.441287879,6.5,8,0.8125,0.7,6.3,7,5.4,1.8,0.3,3.2,4.1,29.8,99,111
POR,49,3,4.4,14.6,0.301369863,1.2,6.2,0.193548387,3.1,8.4,0.369047619,0.342465753,0.6,0.9,0.666666667,1.2,3.7,5,3.4,1.9,1.2,1.6,4,10.6,81,107
IND,48,4,7,14.8,0.472972973,2,4.6,0.434782609,5,10.2,0.490196078,0.540540541,1.1,1.7,0.647058824,3.2,5.8,8.9,1,0.5,0.4,1.1,4.9,17,113,112
NYK,29,2,7.4,16.2,0.456790123,2.4,6,0.4,4.9,10.2,0.480392157,0.530864198,2.4,2.7,0.888888889,0.6,4.2,4.8,3.9,1.7,0.4,1.8,2.3,19.6,112,113
ATL,24,2,7.5,18.4,0.407608696,1.8,7.3,0.246575342,5.7,11.1,0.513513514,0.456521739,2.7,3.5,0.771428571,1.3,7.3,8.6,3.5,2.3,0.1,1.7,3,19.5,100,110
NOP,48,1,9.5,21.8,0.435779817,1.4,1.4,1,8.2,20.5,0.4,0.467889908,2.7,4.1,0.658536585,0,2.7,2.7,6.8,0,1.4,5.5,6.8,23.2,88,114
PHO,21,5,7.3,13,0.561538462,0,0.1,0,7.3,12.9,0.565891473,0.561538462,5.4,7.9,0.683544304,6,11.8,17.8,2.8,0.9,2.1,2.7,5.4,20.1,121,110
SAS,47,3,12.5,26.7,0.468164794,2.6,8.4,0.30952381,9.9,18.3,0.540983607,0.516853933,7.5,9.1,0.824175824,1.4,8.7,10.1,5.1,4.3,2.2,3.8,2.2,35.1,109,97
POR,49,5,9,15.3,0.588235294,2.2,5.1,0.431372549,6.9,10.2,0.676470588,0.660130719,1.8,2.2,0.818181818,2.4,11.4,13.7,3.3,1.4,0,2,7.1,21.9,129,106
DET,39,4,5.5,13.2,0.416666667,0,1.1,0,5.5,12.1,0.454545455,0.416666667,4.8,5.5,0.872727273,2.6,9.2,11.7,1.8,0.4,1.1,2.6,5.9,15.8,100,109
BRK,28,3,8.3,19.1,0.434554974,2.2,6.4,0.34375,6.1,12.8,0.4765625,0.492146597,3.5,4.9,0.714285714,1.4,5.4,6.8,7.8,2.1,0.6,4,4.1,22.3,103,110
MIL,44,2,2.3,6.8,0.338235294,1.1,3.7,0.297297297,1.1,3,0.366666667,0.419117647,0.2,0.5,0.4,0.5,4.6,5.1,2.8,2.8,1,1.4,6.3,5.9,88,109
NOP,48,2,3.5,8,0.4375,1.6,3.3,0.484848485,2,4.7,0.425531915,0.5375,0,0,0,0.4,4.7,5.1,4.1,2,0.8,1.4,3.9,8.6,107,109
POR,49,1,11.6,26.4,0.439393939,4.2,11.7,0.358974359,7.3,14.6,0.5,0.518939394,9.2,10,0.92,1.2,4.9,6.1,9,1.4,0.5,3.8,2.2,36.6,120,109
BRK,28,1,9.7,23.3,0.416309013,1.9,3.9,0.487179487,7.8,19.4,0.402061856,0.457081545,13.6,13.6,1,0,0,0,7.8,0,0,5.8,5.8,35,110,119
GSW,58,1,7.3,14.6,0.5,0,0.2,0,7.3,14.4,0.506944444,0.5,2.1,2.6,0.807692308,1.4,4.2,5.6,6,1.5,0.9,2.5,5,16.8,108,110
GSW,58,5,5.9,10.2,0.578431373,0.1,0.3,0.333333333,5.9,10,0.59,0.583333333,2.2,4.1,0.536585366,4.4,7,11.4,2.2,1.8,3,1.6,5.6,14.1,121,106
LAL,35,5,10.2,21.9,0.465753425,3.1,9,0.344444444,7.1,12.9,0.550387597,0.53652968,3.1,4.4,0.704545455,2,6.1,8.1,3.5,0.8,2.7,2.7,5.4,26.5,108,108
CHI,27,5,9.9,18.6,0.532258065,0.1,0.4,0.25,9.8,18.2,0.538461538,0.534946237,2,2.6,0.769230769,3.9,4.5,8.4,3.6,0.4,1.5,3.1,3.1,21.8,106,114
CLE,50,5,9.9,21.6,0.458333333,4.1,9.8,0.418367347,5.8,11.8,0.491525424,0.553240741,6.9,7.9,0.873417722,3,13.2,16.2,3.1,1.3,0.7,2.7,3.6,30.8,120,109
TOR,59,1,7.9,18.5,0.427027027,4.7,11.7,0.401709402,3.2,6.8,0.470588235,0.554054054,4.4,5.1,0.862745098,1.3,7.2,8.5,10.5,1.7,0.4,3.6,3.8,24.9,120,107
PHI,52,3,6,15.9,0.377358491,3.2,9.4,0.340425532,2.8,6.5,0.430769231,0.477987421,2.7,3.5,0.771428571,0.8,3.5,4.3,3.2,0.7,0.3,2.3,5.8,17.8,101,110
DEN,46,4,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,,120
DEN,46,4,9.6,19.6,0.489795918,3,7.8,0.384615385,6.7,11.8,0.56779661,0.566326531,3.6,5.1,0.705882353,2,10.4,12.4,3.2,1.1,1.2,2.2,4,25.8,116,110
ORL,25,1,6.4,14.8,0.432432432,1.7,5,0.34,4.7,9.9,0.474747475,0.489864865,2.5,3.5,0.714285714,0.8,5.1,6,9.8,1.9,0.3,3.2,3.3,17,106,111
ATL,24,1,3.4,10.4,0.326923077,1.8,5,0.36,1.6,5.4,0.296296296,0.413461538,1.8,1.8,1,0.5,3.8,4.3,12.9,1.8,0.2,2,3.6,10.4,116,113
WAS,43,5,6,10.8,0.555555556,0,0.1,0,6,10.7,0.560747664,0.555555556,3.9,5.6,0.696428571,5.9,7.7,13.5,2.3,1.6,1.8,4.3,10,15.9,107,107
MIL,44,5,5.2,12.7,0.409448819,1.2,4.2,0.285714286,4,8.5,0.470588235,0.456692913,2.6,3.7,0.702702703,3,6,9.1,1.9,1.5,2.1,1.8,6.5,14.3,103,110
DET,39,5,12,23,0.52173913,0,0,0,12,23,0.52173913,0.52173913,10.5,13.1,0.801526718,4.4,12.3,16.6,4.1,1.2,1.8,6.4,8.2,34.4,107,104
LAC,42,5,11.1,20.2,0.54950495,0,0,0,11.1,20.2,0.54950495,0.54950495,12,15.2,0.789473684,9.7,15.8,25.5,2.3,1.8,1.5,4.1,6.7,34.3,126,104
CHI,27,4,9,20.8,0.432692308,3.5,9.7,0.360824742,5.5,11.1,0.495495495,0.516826923,3.4,4,0.85,1.9,10.4,12.3,1.9,0.9,1,2,2.5,25,107,110
MEM,22,4,6.7,15.1,0.443708609,1,3,0.333333333,5.7,12.1,0.47107438,0.476821192,2.7,3.5,0.771428571,3,6.7,9.7,2.2,1.2,1.5,2.6,6.4,17.2,101,111
SAC,27,1,7.4,19.5,0.379487179,1.6,4.4,0.363636364,5.8,15.1,0.38410596,0.420512821,4.8,5.9,0.813559322,1.5,5.1,6.7,7.6,1.7,0.5,3.3,3.7,21.2,100,112
CHO,36,5,9.8,17.1,0.573099415,0,0,0,9.8,17.1,0.573099415,0.573099415,0,2.4,0,7.3,17.1,24.4,0,2.4,0,0,12.2,19.5,122,103
DAL,24,3,6.7,16.4,0.408536585,3.6,9.5,0.378947368,3.1,6.9,0.449275362,0.518292683,2,2.4,0.833333333,0.7,4,4.7,4.1,1.8,0.4,2,3.3,18.9,105,111
HOU,65,4,5.2,10.9,0.47706422,2,5.4,0.37037037,3.2,5.4,0.592592593,0.568807339,2,3,0.666666667,0.7,5.2,5.9,1.7,2.3,0.8,2.1,3.1,14.5,107,106
PHI,52,4,5.3,18.7,0.28342246,5.3,18.7,0.28342246,0,0,0,0.42513369,5.3,5.3,1,0,5.3,5.3,0,0,2.7,2.7,2.7,21.4,94,108
GSW,58,2,4.6,11.3,0.407079646,1,4,0.25,3.7,7.3,0.506849315,0.451327434,1.3,1.7,0.764705882,0.8,3.3,4.1,4.1,2.2,0.5,2.1,3.4,11.5,96,110
POR,49,2,11.4,25.6,0.4453125,3.2,8.1,0.395061728,8.1,17.5,0.462857143,0.5078125,3.6,4.3,0.837209302,0.9,4.6,5.5,4.6,1.3,0.6,2.6,2.9,29.5,108,109
PHI,52,1,5.9,11.9,0.495798319,0.8,1.7,0.470588235,5.2,10.1,0.514851485,0.529411765,0.9,1.1,0.818181818,1,5.3,6.4,8.5,2.6,0.4,3.2,3.4,13.5,109,105
UTA,48,3,0,12.5,0,0,6.3,0,0,6.3,0,0,0,0,0,0,6.3,6.3,0,6.3,0,6.3,0,0,0,96
WAS,43,4,9.9,23.2,0.426724138,0.6,4.4,0.136363636,9.4,18.8,0.5,0.439655172,5,7.7,0.649350649,3.9,9.9,13.8,2.2,0,2.8,1.1,4.4,25.4,104,108
NYK,29,3,6.4,13.9,0.460431655,2.2,5.8,0.379310345,4.1,8.1,0.50617284,0.539568345,1.7,2.2,0.772727273,1.4,4.3,5.7,2.1,0.4,0.5,1.4,3.1,16.7,111,115
DAL,24,3,7.2,15.2,0.473684211,3.3,6.7,0.492537313,4,8.5,0.470588235,0.582236842,2,2.4,0.833333333,0.6,5,5.6,2.4,0.8,0.3,1.9,4.1,19.8,112,113
GSW,58,5,10.7,17.2,0.622093023,0,0.5,0,10.7,16.7,0.640718563,0.622093023,3,4.1,0.731707317,4.6,8.6,13.2,2.6,1.6,4.5,2.1,7.1,24.3,124,103
MIA,44,2,6,12.3,0.487804878,2.5,5.9,0.423728814,3.5,6.4,0.546875,0.589430894,0.7,1.3,0.538461538,1.8,3.7,5.5,2.9,1.3,0.5,0.7,3.5,15.3,124,110
IND,48,2,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,,117
TOR,59,3,7.4,13.9,0.532374101,2.8,8.4,0.333333333,4.6,5.6,0.821428571,0.633093525,1.9,2.8,0.678571429,0.9,5.6,6.5,0.9,0.9,0.9,2.8,7.4,19.5,108,108
MEM,22,2,7.3,17.3,0.421965318,2.5,7.4,0.337837838,4.7,9.9,0.474747475,0.494219653,2.5,3,0.833333333,1.6,4.9,6.4,2.4,1.8,0.7,2.8,6.4,19.6,99,112
DAL,24,4,0,8.4,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,0,117
WAS,43,2,7,17.4,0.402298851,3.2,9.3,0.344086022,3.8,8.1,0.469135802,0.494252874,4.5,5.2,0.865384615,0.7,4.9,5.6,3.1,1.3,0.2,1.6,2.4,21.6,111,112
DAL,24,5,6.1,9.4,0.64893617,0,0.2,0,6.1,9.2,0.663043478,0.64893617,2.6,4.5,0.577777778,5.9,11.1,16.9,2.4,1.5,4.6,2.7,8.3,14.7,122,102
MIA,44,4,6.9,14.5,0.475862069,0.4,2.8,0.142857143,6.5,11.7,0.555555556,0.489655172,2.3,3.4,0.676470588,3.2,11.1,14.3,1.6,1.1,1.8,3.2,6.4,16.4,96,104
MIL,44,3,9.9,21.3,0.464788732,2.4,6.8,0.352941176,7.5,14.5,0.517241379,0.521126761,5.4,6.1,0.885245902,0.8,6.4,7.2,5.5,2,0.4,3.2,4.5,27.6,111,111
TOR,59,3,8.4,22.1,0.380090498,6,16.7,0.359281437,2.3,5.3,0.433962264,0.515837104,3,3.6,0.833333333,0.7,4.9,5.6,2,1.4,0.8,1.4,4.9,25.8,109,108
NOP,48,3,5.3,12,0.441666667,3.6,8.8,0.409090909,1.7,3.2,0.53125,0.591666667,1.4,1.6,0.875,0.4,3.6,4,2.7,0.7,0.4,1.4,3.9,15.6,115,113
TOR,59,3,5.1,11,0.463636364,3.1,8.2,0.37804878,2,2.7,0.740740741,0.604545455,1.6,1.6,1,1.6,4.3,5.9,1.2,0.4,0.8,2,3.9,14.9,115,111
SAS,47,1,6.7,16.4,0.408536585,3.7,9.9,0.373737374,3,6.4,0.46875,0.521341463,2.5,2.8,0.892857143,0.6,3.1,3.7,5.5,1.3,0.3,2.5,3.1,19.6,109,109
DEN,46,4,8.8,18.9,0.465608466,1.7,4.9,0.346938776,7.1,14,0.507142857,0.510582011,4.9,7,0.7,2.8,7.8,10.6,4.6,1.7,1.9,3.2,4.3,24.1,109,109
CHI,27,4,11.2,23.7,0.47257384,5.4,12.6,0.428571429,5.8,11.1,0.522522523,0.58649789,5.1,6.2,0.822580645,1.4,11.1,12.5,3.1,1.2,1,2.4,3.5,33,117,110
NOP,48,4,8.9,20.9,0.425837321,3.6,10.8,0.333333333,5.3,10.1,0.524752475,0.511961722,2.6,3.2,0.8125,2.2,11.2,13.5,2.2,1.6,1.4,1.7,3.4,24,107,106
UTA,48,2,11.3,25.9,0.436293436,3.6,10.5,0.342857143,7.8,15.4,0.506493506,0.505791506,4.5,5.6,0.803571429,1,4.6,5.6,5.5,2.2,0.5,4.1,4,30.7,103,105
UTA,48,2,50.1,50.1,1,50.1,50.1,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,150.4,300,113
CHO,36,2,8.7,24.3,0.358024691,4.7,13.9,0.338129496,4,10.4,0.384615385,0.45473251,1.8,2.2,0.818181818,0.5,3.3,3.8,5.2,1.1,0.5,2.8,3.4,24,96,112
MIL,44,5,10.1,20.8,0.485576923,0,0,0,10.1,20.8,0.485576923,0.485576923,1.3,2.5,0.52,3.8,12,15.8,3.2,0,0,3.8,4.4,21.5,94,112
PHO,21,5,10,16,0.625,0,0,0,10,16,0.625,0.625,3.2,4.7,0.680851064,5.1,11.3,16.5,5.1,1.6,0.6,4.1,4.1,23.2,117,110
BOS,55,5,10.6,20,0.53,0,0,0,10.6,20,0.53,0.53,5.5,7,0.785714286,5.3,11.3,16.6,5.9,2.8,1.7,4.8,4.8,26.7,111,98
DET,39,2,0,6.2,0,0,0,0,0,6.2,0,0,0,0,0,0,12.5,12.5,0,0,0,12.5,0,0,0,109
IND,48,4,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,5.6,5.6,5.6,0,0,0,22.2,0,222,113
NOP,48,2,7.8,15.4,0.506493506,2.4,5.6,0.428571429,5.4,9.8,0.551020408,0.584415584,0.9,1.3,0.692307692,1.1,3.3,4.4,3.5,1.5,0.2,1.9,3.4,18.9,111,112
DET,39,4,4.1,7.6,0.539473684,0,0,0,4.1,7.6,0.539473684,0.539473684,0.7,1.8,0.388888889,5,12.2,17.2,4.8,1.9,3.2,2.6,7.2,8.9,111,101
ATL,24,2,6.5,15.9,0.408805031,1,5,0.2,5.5,11,0.5,0.440251572,0,0,0,1,7,8,3.5,1,0.5,3,1,14,83,113
BOS,55,4,9,21.1,0.426540284,3,8.1,0.37037037,6.1,13,0.469230769,0.497630332,4.3,5.3,0.811320755,1.5,8.5,10,2.5,1.2,0.4,2.2,3.5,25.4,106,105
WAS,43,4,8.3,17.3,0.479768786,1.9,5.2,0.365384615,6.4,12.1,0.52892562,0.534682081,2.6,3.2,0.8125,1.9,8.4,10.3,3.6,1.4,1,3.2,5.5,21.2,105,108
DEN,46,1,7.9,11.9,0.663865546,0,2,0,7.9,9.9,0.797979798,0.663865546,4,4,1,0,4,4,13.9,5.9,0,2,2,19.8,151,104
DAL,24,4,11.4,21.4,0.53271028,0.3,1.7,0.176470588,11.1,19.7,0.563451777,0.539719626,4.3,8,0.5375,4,10,14,2,0.9,0.6,2.6,5.1,27.4,106,110
BRK,28,5,7,12.6,0.555555556,0.5,2.4,0.208333333,6.5,10.1,0.643564356,0.575396825,3.1,4.1,0.756097561,4.3,8.9,13.3,1.5,0.7,1.8,4.5,5.3,17.7,103,110
DEN,46,1,8.5,21.2,0.400943396,2.5,6.7,0.373134328,6,14.5,0.413793103,0.45990566,4.2,5.1,0.823529412,1.1,5.1,6.2,8,1.4,0.3,4.7,3.1,23.7,99,113
NYK,29,1,7.5,20.5,0.365853659,0.9,4.6,0.195652174,6.6,15.9,0.41509434,0.387804878,3.5,5.1,0.68627451,1,4.8,5.8,8.5,2,0.7,4.1,3.3,19.5,90,111
MIN,47,3,7.8,20.1,0.388059701,0.7,3.2,0.21875,7.1,16.9,0.420118343,0.405472637,3.7,5.2,0.711538462,2.5,5,7.5,1.2,0.8,0.3,0.8,3.8,19.9,99,115
MIL,44,2,15.8,28.6,0.552447552,1.3,3.4,0.382352941,14.5,25.1,0.577689243,0.575174825,7.2,8.1,0.888888889,3.4,9.8,13.2,3,1.7,0.4,0.4,3,40.1,130,109
MIL,44,2,2.4,14.2,0.169014085,0,4.7,0,2.4,9.5,0.252631579,0.169014085,2.4,4.7,0.510638298,2.4,0,2.4,9.5,2.4,0,4.7,9.5,7.1,64,114
SAS,47,1,7.8,17.7,0.440677966,0.3,1,0.3,7.6,16.7,0.45508982,0.449152542,3,4.3,0.697674419,3.2,10.1,13.3,6.7,2.8,0.9,3.9,4.4,19,99,101
DEN,46,1,9.3,20.5,0.453658537,3.2,8.4,0.380952381,6.1,12.1,0.504132231,0.531707317,4.4,4.9,0.897959184,1.6,4.2,5.7,5.3,1.5,0.5,3.3,3.3,26.1,112,113
ATL,24,5,6.6,14.4,0.458333333,2.9,7.7,0.376623377,3.7,6.7,0.552238806,0.559027778,2.6,2.9,0.896551724,2.6,8,10.6,2.4,1.4,1.2,1.9,3.7,18.7,115,110
BOS,55,3,4.8,14.3,0.335664336,2.2,6.2,0.35483871,2.6,8,0.325,0.412587413,2.2,3.7,0.594594595,1.2,5.6,6.8,2.5,1.4,1,3.3,4.3,14,83,105
LAL,35,5,7.9,13.1,0.603053435,0.1,0.2,0.5,7.8,12.9,0.604651163,0.606870229,2.9,4.5,0.644444444,5.6,9.1,14.7,3,3.1,1,2.1,5.9,18.7,124,103
CLE,50,5,8.6,15.7,0.547770701,0.1,0.8,0.125,8.5,14.9,0.570469799,0.550955414,3.5,4.9,0.714285714,5.2,11.3,16.5,2.5,2.8,1.8,1,5.8,20.9,127,105
POR,49,1,7.2,17.2,0.418604651,2.7,7.1,0.38028169,4.6,10.1,0.455445545,0.497093023,3.8,4.5,0.844444444,0.8,4.7,5.5,4.9,2.6,0.5,2.9,2.7,20.9,107,106
NOP,48,1,4.5,10.9,0.412844037,2.1,5.9,0.355932203,2.3,5.1,0.450980392,0.509174312,0.7,0.9,0.777777778,0.6,4.5,5.1,8.3,1.2,0.2,3,3.6,11.8,104,112
DET,39,1,4.7,16.8,0.279761905,0.4,6,0.066666667,4.3,10.8,0.398148148,0.291666667,1.3,1.3,1,0.9,2.6,3.4,9.9,1.7,0.4,4.7,6,11.2,75,110
UTA,48,1,6.9,15.2,0.453947368,1.9,4.7,0.404255319,5,10.5,0.476190476,0.516447368,2.6,3.5,0.742857143,0.7,4.2,4.9,7.6,1.3,0.4,3.6,3.8,18.4,105,108
UTA,48,4,6.3,17.2,0.36627907,0,6.3,0,6.3,11,0.572727273,0.36627907,1.6,3.1,0.516129032,4.7,9.4,14.1,4.7,3.1,0,4.7,1.6,14.1,81,101
NYK,29,5,6.2,12.4,0.5,0,0,0,6.2,12.4,0.5,0.5,2.5,5,0.5,7.4,9.9,17.3,5,2.5,2.5,5,6.2,14.9,100,105
DAL,24,5,5.8,11.2,0.517857143,0,0.1,0,5.8,11.1,0.522522523,0.517857143,2.2,3,0.733333333,5.1,12.8,17.9,2.1,3.3,2.3,2.8,6.3,13.9,109,100
TOR,59,5,5.8,9.4,0.617021277,0.6,2.2,0.272727273,5.2,7.2,0.722222222,0.64893617,2.2,3.3,0.666666667,2.1,8.1,10.3,2.6,2.7,5.1,1.9,5.8,14.4,123,98
DAL,24,5,9.1,20,0.455,3.6,8.9,0.404494382,5.5,11.1,0.495495495,0.545,2.6,2.9,0.896551724,0.6,11,11.6,3.2,1.1,1.2,1.3,3.9,24.5,112,108
NYK,29,1,5.3,14.5,0.365517241,1.5,4.6,0.326086957,3.8,10,0.38,0.417241379,1.4,2,0.7,1.1,4.1,5.1,7.3,1.9,0.5,3.8,5.3,13.5,89,112
POR,49,5,11.4,22.7,0.502202643,0,0.2,0,11.4,22.5,0.506666667,0.502202643,4.1,6.5,0.630769231,4.5,12.4,16.9,3.4,1.5,2.6,4.4,5.9,27,102,101
CHI,27,2,6,12.5,0.48,0.5,1.5,0.333333333,5.5,11,0.5,0.5,3.9,6,0.65,2.6,7,9.7,3.1,1.7,0.9,2.3,4.7,16.5,107,110
CHO,36,4,8.8,22,0.4,1.8,5.5,0.327272727,6.9,16.5,0.418181818,0.440909091,2.7,3.2,0.84375,3.7,8.2,12,1.8,1.2,0.8,1.9,5.8,22,99,109
UTA,48,3,5.2,12.4,0.419354839,1.8,5.1,0.352941176,3.4,7.2,0.472222222,0.491935484,2.7,3.3,0.818181818,1.1,9.2,10.3,4.1,1.6,0.7,2.4,4.6,15,105,104
NYK,29,5,8,13.7,0.583941606,0.1,0.6,0.166666667,7.9,13.1,0.603053435,0.587591241,3.5,4.5,0.777777778,4.3,12.5,16.8,5.6,1.3,3.5,3.6,6.9,19.7,118,105
